User Language,IPSP name,URL,Geographic region,Country,Publication languages,Parent organisation,Parent organisation name,Does the IPSP only provide services to its parent organisation?,IPSP/parent organisation legal entity,IPSP/parent organisation legal entity (free text),Type of IPSP,Services provided,Services provided (free text),Publish or provide service - Academic Journals,Publish or provide service - Academic Books,Publish or provide service - Conference outputs,Publish or provide service - Grey literature,"Publish or provide service - Other research products (e.g. media, digital)",Publish or provide service - Non-academic outputs,"Publish or provide service - Other (e.g. datasets, digital scholarship, software)",Disciplines
French,Centre National de Documentation Scientifique et Technique,http://cnudst.rnrt.tn/produits-et-services/services/valorisation-revues-scientifiques-tunisiennes/,Northern Africa,Tunisia,French - English,Yes,Ministère de l’Enseignement Supérieur et de la Recherche Scientifique,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Communication, Training, support and/or advice",,Service,[No response],[No response],[No response],[No response],[No response],[No response],Multidisciplinary
English,Karolinum Press,https://karolinum.cz/en/,Eastern Europe,Czechia,Czech - English - German - Slovak - French,Yes,Charles University,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Medical and health sciences,Social sciences,Humanities"
English,Czech Language Institute of the Czech Academy of Sciences,https://ujc.avcr.cz/,Eastern Europe,Czechia,Czech - English - Slovak - German,Yes,Czech Academy of Sciences,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Administrative, legal and financial",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
Italian,Pavia University Press,https://paviauniversitypress.it,Southern Europe,Italy,Italian - English,Withdrawn,Withdrawn,Yes,Withdrawn,[No response],Withdrawn,"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],[No response],[No response],"Multidisciplinary,Engineering and technology,Social sciences,Humanities"
English,Universitat de València,https://ojs.uv.es/index.php/saguntum,Southern Europe,Spain,Catalan - Italian - French - English - Spanish,Yes,Universitat de València,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, IT, Communication",,Publish,[No response],Publish,[No response],[No response],[No response],[No response],Humanities
English,Norwegian Directorate for Higher Education and Skills,https://hkdir.no/,Northern Europe,Norway,English - Spanish - Polish - Portuguese - French,Yes,Norwegian Directorate for Higher Education and Skills,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Communication",,Service,[No response],[No response],[No response],Service,[No response],[No response],"Social sciences,Humanities"
Spanish,Boletín Geológico y Minero,https://www.igme.es/boletin/,Southern Europe,Spain,Spanish - English,Yes,Editorial CSIC,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Natural sciences
Spanish,"Subdirección General de Publicaciones, Documentación y Biblioteca",https://www.cepc.gob.es/publicaciones/revistas,Southern Europe,Spain,Spanish - English - Portuguese - French - Italian,Yes,Centro de Estudios Políticos y Constitucionales,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],[No response],"Social sciences,Humanities"
English,Open Science Centre,https://openscience.jyu.fi/en,Northern Europe,Finland (including Åland Islands),Finnish - English,Yes,University of Jyväskylä,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Service,Publish and Service,Service,Publish and Service,Publish and Service,Service,Publish and Service,Multidisciplinary
Ukrainian,"Видавничий дім ""Академперіодика"" Національної академії наук України",https://akademperiodyka.org.ua/,Eastern Europe,Ukraine,[No response],Yes,Національна академія наук України,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,Service,[No response],Service,[No response],[No response],"Multidisciplinary,Natural sciences,Social sciences,Humanities"
Ukrainian,"Personality Development Center ""HUMANUS""",https://aig-humanus.blogspot.com/,Eastern Europe,Bulgaria,Ukrainian - Bulgarian - Slovak - English - Czech,Yes,“HUMANUS” Center for Development of Personality,No,"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,[No response],Publish,[No response],[No response],[No response],[No response],"Medical and health sciences,Social sciences,Humanities"
Ukrainian,Видавнича служба УРАН / URAN Publishing Service,http://journals.uran.ua,Eastern Europe,Ukraine,Ukrainian - English - Russian - Polish - German,Yes,URAN Association,No,"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Service,Service,Service,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities"
Ukrainian,Координаційний центр із випуску серії наукових періодичних видань «Вісник Київського національного Університету імені Тараса Шевченка»,https://sciencejournals.knu.ua/,Eastern Europe,Ukraine,Ukrainian - English,Yes,Київський національний університет імені Тараса Шевченка,Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Communication, Training, support and/or advice",,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],Multidisciplinary
Ukrainian,Національний ботанічний сад імені М.М. Гришка НАН України,http://www.plantintroduction.org/index.php/pi,Eastern Europe,Ukraine,English,Yes,Національна академія наук України,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Publish,Publish,Publish,[No response],[No response],[No response],Publish,Natural sciences
French,Musée royal de l'Afrique centrale,https://www.africamuseum.be/fr/research/publications,Western Europe,Belgium,English - French - Dutch - German,Yes,Politique scientifique fédérale (belge),Yes,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,Publish,Publish,Publish,[No response],"Multidisciplinary,Natural sciences,Social sciences,Humanities,Non-academic"
English,Kriterium,https://www.hist.lu.se/en/,Northern Europe,Sweden,Swedish - English - French - Danish - Norwegian,Yes,Gothenburg University,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, IT, Communication",,[No response],Publish and Service,[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
English,Cló Léann na Gaeilge,https://www.cló.ie,Northern Europe,Republic of Ireland,[No response],Withdrawn,Withdrawn,Don't know,Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Humanities
English,Pôle éditorial PEPSO-BFC,https://preo.u-bourgogne.fr/,Western Europe,France,French - English -  - German - Italian,Yes,"Université de Bourgogne / Université de Franche-Comté (jusqu'à fin 2023, réunies sous COMUE UBFC)",No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice, Other","service d'appui au montage de dossiers (recherche de financements, candidatures à des plateformes de diffusion dans le cadre de transitions numériques, collecte des autorisations des auteurs pour diffusion rétrospective au format numérique, référencement, etc.)",Publish and Service,Publish and Service,Service,[No response],[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
French,Laboratoire de recherche historique Rhône-Alpes LARHRA UMR 5190,http://larhra.ish-lyon.cnrs.fr/nos-editions,Western Europe,France,French - English - Italian - German - Catalan,Yes,CNRS délégation Rhône-Auvergne,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,,Publish,Publish,[No response],Service,[No response],[No response],Publish,"Social sciences,Humanities"
Hungarian,"Univerzitet u Novom Sadu, Poljoprivredni fakultet",http://polj.uns.ac.rs/,Southern Europe,Serbia,Serbian - English,Yes,Univerzitet u Novom Sadu,Don't know,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, IT, Communication, Administrative, legal and financial",,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
Hungarian,Croatian Philosophical Society,http://www.hrfd.hr/,Southern Europe,Croatia,Croatian - English - German - French,Withdrawn,Withdrawn,Yes,Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Humanities
English,White Rose University Press,https://universitypress.whiterose.ac.uk/,Northern Europe,United Kingdom,English,Yes,University of Leeds; University of Sheffield; University of York,No,Withdrawn,"The Universities are public organisations, WRUP is not a legal entity in its own right.",Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Social sciences,Humanities"
German,Gesellschaft für Informatik - Prof. Dr. Peter Fettke,https://emisa-journal.org/emisa,Western Europe,Germany,English,Withdrawn,Withdrawn,No,"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Training, support and/or advice",,Publish,[No response],[No response],[No response],Publish,[No response],Publish,"Multidisciplinary,Engineering and technology,Social sciences"
German,theologie.geschichte,https://theologie-geschichte.de/ojs2/index.php/tg,Western Europe,Germany,German - English - French - Spanish,Withdrawn,Withdrawn,No,Withdrawn,[No response],Withdrawn,"Editorial, Production, IT, Communication",,Publish and Service,Publish and Service,[No response],[No response],[No response],[No response],[No response],Humanities
French,Presses universitaires de Rennes,https://pur-editions.fr/,Western Europe,France,French - English,Withdrawn,Withdrawn,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, Communication, Administrative, legal and financial, Training, support and/or advice, Other",Vente,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Multidisciplinary,Social sciences,Humanities"
German,SOAP2,https://www.soap2.ch,Western Europe,Switzerland,French - English - German - Italian - Spanish,Withdrawn,Withdrawn,No,Other (please describe),"SOAP2 ist ein Projekt, das in den nächsten Monaten in einen Verein überführt wird.",Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),IT,,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Withdrawn
Hungarian,"Andrija Mohorovičić Geophysical Institute, Department of Geophysics, Faculty of Science, University of Zagreb",https://hrcak.srce.hr/ojs/index.php/geofizika,Southern Europe,Croatia,English - Croatian,Yes,"Faculty of Science (University of Zagreb, Croatia)",No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Natural sciences
French,UAR MAP 1885,http://www.maison-asie-pacifique.fr/service-edition#sthash.5z2cwtwt.dpbs,Western Europe,France,French - English,Yes,CNRS/Aix-Marseille Université,No,"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Training, support and/or advice",,Publish,Publish,[No response],[No response],[No response],[No response],[No response],Humanities
German,Versuchszentrum Laimburg,https://www.laimburg.it,Southern Europe,Italy,German - Italian - English,Withdrawn,Withdrawn,No,Withdrawn,[No response],Withdrawn,"Editorial, Production, IT",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Agricultural sciences
Spanish,Virginia Larraz,https://www.uda.ad,Western Europe,Andorra,Catalan - English - Spanish,Withdrawn,Withdrawn,Yes,Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Engineering and technology,Medical and health sciences,Social sciences"
English,"Institute od Musicology, Serbian Academy of Sciences and Arts",https://muzikologija-musicology.com/index.php/mm/index,Southern Europe,Serbia,Serbian - English - Russian,Yes,Serbian Academy of Sciences and Arts,No,Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Humanities
English,Maynooth University,https://www.maynoothuniversity.ie/,Northern Europe,Republic of Ireland,[No response],Withdrawn,Withdrawn,Yes,Withdrawn,[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Service,[No response],Service,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Social sciences,Humanities"
English,Finnish Peace Research Association,https://journal.fi/kosmopolis,Northern Europe,Finland (including Åland Islands),Finnish - Swedish,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication",,Publish,Publish,[No response],[No response],[No response],[No response],[No response],Social sciences
English,University of Szeged,http://www.ek.szte.hu/ojs/,Eastern Europe,Hungary,Hungarian - English - Spanish,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Administrative, legal and financial, Training, support and/or advice",,Service,Service,Service,[No response],[No response],[No response],[No response],Multidisciplinary
English,LAMMC,https://balticforestry.lammc.lt/bf/,Northern Europe,Lithuania,[No response],No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial",,Publish and Service,[No response],[No response],[No response],Publish,[No response],[No response],"Natural sciences,Agricultural sciences"
English,"Union of Electronics, Electrical Engineering and Telecommunications",https://ceec.fnts.bg,Eastern Europe,Bulgaria,English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),Editorial,,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],Engineering and technology
English,Vereniging voor Onderwijs Research,https://www.vorsite.nl,Western Europe,Netherlands,English - Dutch,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
English,Manuscript Manager (Akron ApS),https://manuscriptmanager.com,Northern Europe,Denmark (including Faroe Islands and Greenland),English - German - French,No,[No response],[No response],Company (owned by Directors; limited liability),[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),IT,,Service,Service,Service,[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities"
English,NOROSH,https://www.sjweh.fi,Northern Europe,Finland (including Åland Islands),English,No,[No response],[No response],Withdrawn,[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Medical and health sciences
English,The Åland Islands Peace Institute,"https://www.peace.ax/, www.jass.ax",Northern Europe,Finland (including Åland Islands),English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,"Multidisciplinary,Social sciences"
English,Technological University Dublin,https://arrow.tudublin.ie/,Northern Europe,Republic of Ireland,English - Bulgarian - Irish,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
English,Suomen kasvatuksen ja koulutuksen historian seura,https://www.kasvhistseura.fi/,Northern Europe,Finland (including Åland Islands),Finnish,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,"None of the options suit our situation; both (2) journals function independently with a yearly allowance managed by the Association (IPSP). The IPSP doesn't offer any direct services but rather enables access to the services of The Federation of Finnish Learned Societies (IT services; finance; training). The journals manage their own editorial, production and communication services.",Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Humanities
English,Societas Scientiarum Fennica,https://scientiarum.fi/eng/,Northern Europe,Finland (including Åland Islands),Swedish - English - Finnish -  - French,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,[No response],Publish,[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Medical and health sciences,Agricultural sciences,Social sciences,Humanities"
English,Island Studies Journal (charitable association),https://islandstudiesjournal.org,Northern Europe,Withdrawn,English,No,[No response],[No response],Withdrawn,[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,Everything.,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
English,Temp – tidsskrift for historie,https://www.temphist.dk,Northern Europe,Denmark (including Faroe Islands and Greenland),[No response],No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
English,All Ireland Society for Higher Education (AISHE),https://ojs.aishe.org/index.php/aishe-j/index,Northern Europe,Republic of Ireland,English,Withdrawn,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Training, support and/or advice",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Social sciences
English,Häme University of Applied Sciences,https://unlimited.hamk.fi,Northern Europe,Finland (including Åland Islands),Finnish - English - Swedish,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Training, support and/or advice",,Publish,[No response],[No response],Publish,[No response],Publish,[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities,Non-academic"
English,Viking Ship Museum,https://www.vikingeskibsmuseet.dk,Northern Europe,Denmark (including Faroe Islands and Greenland),English - Danish - German - French - Faroese,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Humanities
English,The Scientific Agricultural Society of Finland The Scientific Agricultural Society of Finland,https://journal.fi/afs/,Northern Europe,Finland (including Åland Islands),English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),Editorial,,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Agricultural sciences"
English,Nordic Africa Research Research Institute,https://nai.uu.se/,Northern Europe,Denmark (including Faroe Islands and Greenland),English - French,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Training, support and/or advice",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
English,The Federation of Finnish Learned Societies,https://journal.fi,Northern Europe,Finland (including Åland Islands),Finnish - English - Swedish - German - French,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Training, support and/or advice",,Service,Service,[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Natural sciences,Engineering and technology,Medical and health sciences,Agricultural sciences,Social sciences,Humanities"
English,Oikeuspoliittinen yhdistys Demla ry,https://www.demla.fi/,Northern Europe,Finland (including Åland Islands),Finnish - English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Production, IT, Communication, Administrative, legal and financial",,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
English,Royal Irish Academy,https://www.ria.ie/publications,Northern Europe,Republic of Ireland,English - Irish,Yes,Royal Irish Academy,No,Other (please describe),Learned Society established by Royal Charter,Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,Publish and Service,Publish and Service,Publish,Publish and Service,"Multidisciplinary,Natural sciences,Social sciences,Humanities"
English,The Geophysical Society of Finland,https://www.geophysica.fi/,Northern Europe,Finland (including Åland Islands),English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Natural sciences
English,Museum of Southwest Jutalnd,https://www.sydvestjyskemuseer.dk/da/,Northern Europe,Denmark (including Faroe Islands and Greenland),Danish - English - German,No,[No response],[No response],Other (please describe),Museum of cultural history,Institutional publisher (the entity that controls publishing operations),Editorial,,Publish,[No response],[No response],Publish,[No response],Publish,[No response],Humanities
Spanish,Revista de Economia Critica,https://www.revistaeconomiacritica.org/index.php/rec,Southern Europe,Spain,Spanish - English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Social sciences
English,AboutScience Srl,https://www.aboutscience.eu,Southern Europe,Italy,English - Italian - Spanish,Withdrawn,[No response],[No response],Company (owned by Directors; limited liability),[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Engineering and technology,Medical and health sciences"
Hungarian,Fakultet šumarstva i drvne tehnologije,https://www.sumfak.unizg.hr,Southern Europe,Croatia,Croatian - English,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Administrative, legal and financial",,Publish,Publish,Publish,[No response],Publish,[No response],[No response],"Natural sciences,Engineering and technology"
French,université Lyon 3,http://cel.univ-lyon3.fr,Western Europe,France,French - Russian,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Humanities
German,Hochschule Hannover,https://www.milkscience.de,Western Europe,Germany,English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Natural sciences,Engineering and technology,Agricultural sciences"
Italian,Edizioni Quasar di Severino Tognon s.r.l.,https://www.edizioniquasar.it,Southern Europe,Italy,Italian - English - Spanish - German - Dutch,No,[No response],[No response],Company (owned by Directors; limited liability),[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],Publish,[No response],Humanities
English,University of Porto,https://srdi.up.pt,Southern Europe,Portugal,English - Portuguese - Spanish,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
English,Natural History Museum,https://www.nhmbeo.rs,Southern Europe,Serbia,English - Serbian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Natural sciences
French,ADALSIC,https://journals.openedition.org/alsic/,Western Europe,France,French - English,Withdrawn,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
English,Institute of Architecture and Urban & Spatial Planning of Serbia,https://iaus.ac.rs/,Southern Europe,Serbia,Serbian - English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Engineering and technology"
English,"Institute of Ethnography SASA, Belgrade, Serbia",https://etno-institut.co.rs/en,Southern Europe,Serbia,Serbian - English,No,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Humanities
Spanish,COLEGIO OFICIAL DE PSICOLOGÍA DE ANDALUCÍA OCCIDENTAL,https://www.apuntesdepsicologia.es/index.php/revista,Southern Europe,Spain,Spanish - English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish and Service,[No response],[No response],Publish,[No response],Publish,[No response],"Medical and health sciences,Social sciences"
English,Državni univerzitet u Novom Pazaru,http://www.dunp.np.ac.rs/,Southern Europe,Serbia,Serbian - English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
Spanish,Centro Cardenal Spínola CEU,https://ea.ceuandalucia.es/index.php/ea,Southern Europe,Spain,Spanish - English,Withdrawn,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Social sciences
